age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,loan_purpose,has_mortgage,has_dependents,has_cosigner,default
42,61582.38,27098.0,683.0,92.0,9.0,24.2,48.0,0.14,Bachelor's,Part-time,Married,Education,No,No,No,0
47,620.54,47220.0,380.0,289.0,10.0,8.09,60.0,0.59,Bachelor's,Full-time,Married,Auto,Yes,No,Yes,1
67,56432.37,16295.0,737.0,82.0,11.0,9.59,12.0,0.58,Bachelor's,Full-time,Married,Personal,No,No,No,0
57,68224.61,39555.0,549.0,267.0,10.0,18.69,36.0,0.59,Master's,Full-time,Single,Home,No,Yes,No,1
44,71665.57,26821.0,337.0,3.0,17.0,14.85,12.0,0.78,Bachelor's,Self-employed,Single,Education,No,Yes,No,0
22,66963.1,43372.0,344.0,88.0,7.0,5.76,24.0,0.2,High School,Part-time,Single,Business,No,No,No,0
61,74167.84,22833.0,658.0,153.0,5.0,23.47,60.0,0.53,Bachelor's,Full-time,Single,Home,Yes,No,No,0
36,87112.23,26992.0,436.0,81.0,12.0,16.64,48.0,0.56,High School,Unemployed,Divorced,Business,Yes,Yes,No,1
42,76922.36,9549.0,760.0,191.0,5.0,9.98,48.0,0.42,High School,Full-time,Married,Personal,Yes,No,No,0
68,58936.63,23432.0,666.0,157.0,1.0,14.03,24.0,0.52,Bachelor's,Part-time,Divorced,Home,No,No,No,0
30,52307.6,40498.0,604.0,252.0,10.0,14.26,36.0,0.5,High School,Self-employed,Married,Education,Yes,No,No,0
30,57292.76,21519.0,528.0,288.0,7.0,14.8,48.0,0.71,Bachelor's,Part-time,Single,Personal,No,No,Yes,1
31,49490.04,48376.0,482.0,255.0,12.0,14.19,36.0,0.22,Master's,Full-time,Single,Home,Yes,No,No,0
47,77351.61,49547.0,766.0,158.0,2.0,15.58,48.0,0.12,High School,Full-time,Single,Business,No,No,Yes,0
62,66442.0,4141.0,503.0,311.0,9.0,11.96,36.0,0.85,High School,Full-time,Single,Education,No,No,No,0
56,47378.47,12068.0,367.0,61.0,5.0,6.64,12.0,0.35,High School,Self-employed,Single,Business,No,No,Yes,0
46,81481.76,32342.0,849.0,286.0,5.0,17.79,36.0,0.73,PhD,Full-time,Single,Business,Yes,No,No,0
47,49162.42,15256.0,604.0,279.0,14.0,20.54,24.0,0.36,High School,Part-time,Divorced,Education,No,Yes,No,0
32,36084.57,33964.0,394.0,68.0,19.0,21.58,48.0,0.1,Master's,Full-time,Married,Business,Yes,Yes,No,0
59,54785.15,6830.0,545.0,353.0,18.0,3.97,60.0,0.27,PhD,Part-time,Single,Home,No,No,No,0
23,38517.33,16868.0,378.0,264.0,8.0,12.2,36.0,0.18,High School,Full-time,Married,Personal,Yes,No,No,0
28,73724.11,7679.0,732.0,7.0,3.0,24.54,60.0,0.76,Bachelor's,Unemployed,Single,Personal,Yes,No,No,1
39,38091.36,41754.0,579.0,106.0,14.0,4.85,36.0,0.24,Bachelor's,Self-employed,Married,Home,No,No,Yes,0
48,52692.61,34705.0,668.0,92.0,11.0,20.39,12.0,0.89,High School,Full-time,Divorced,Personal,No,Yes,No,0
55,73794.15,12722.0,578.0,226.0,8.0,6.21,60.0,0.59,Bachelor's,Part-time,Single,Business,No,No,No,0
48,40755.96,21509.0,650.0,68.0,12.0,21.23,24.0,0.36,Bachelor's,Self-employed,Married,Home,Yes,No,No,0
38,63222.87,14989.0,525.0,301.0,11.0,17.95,60.0,0.5,Bachelor's,Part-time,Single,Auto,Yes,No,No,1
64,35531.69,44886.0,705.0,137.0,9.0,19.09,36.0,0.87,Bachelor's,Self-employed,Married,Home,Yes,Yes,No,0
65,59887.66,47200.0,745.0,357.0,4.0,24.51,24.0,0.61,Bachelor's,Full-time,Single,Education,Yes,Yes,Yes,0
45,66344.94,24562.0,622.0,329.0,19.0,23.7,12.0,0.7,High School,Full-time,Married,Business,No,No,No,1
46,54156.99,15919.0,372.0,138.0,,10.04,60.0,0.49,PhD,Full-time,Married,Auto,Yes,Yes,No,1
28,55670.53,42306.0,817.0,115.0,17.0,11.57,24.0,0.53,High School,Part-time,Married,Home,No,Yes,Yes,0
27,63879.72,49380.0,620.0,7.0,16.0,12.25,60.0,0.89,PhD,Full-time,Married,Personal,Yes,No,No,0
45,49389.83,12036.0,321.0,67.0,19.0,7.38,12.0,0.58,Bachelor's,Self-employed,Married,Home,No,No,Yes,1
54,72791.07,42078.0,478.0,145.0,12.0,11.69,12.0,0.53,Bachelor's,Full-time,Single,Personal,Yes,No,No,0
50,82422.82,25438.0,408.0,249.0,7.0,24.55,12.0,0.8,Master's,Full-time,Divorced,Business,Yes,Yes,No,1
64,36484.31,21999.0,671.0,249.0,14.0,14.03,12.0,0.46,Master's,Full-time,Divorced,Home,No,Yes,No,1
43,90341.19,44740.0,755.0,2.0,11.0,23.98,24.0,0.48,High School,Part-time,Married,Personal,No,No,Yes,1
47,48930.24,44087.0,528.0,127.0,11.0,5.04,24.0,0.67,Bachelor's,Full-time,Divorced,Personal,No,Yes,Yes,0
49,94886.9,42543.0,830.0,119.0,7.0,4.34,12.0,0.23,Bachelor's,Full-time,Single,Home,No,No,Yes,0
42,49201.66,2708.0,663.0,199.0,11.0,15.87,36.0,0.2,Bachelor's,Full-time,Married,Education,No,No,No,1
28,69147.57,7377.0,724.0,237.0,3.0,19.33,24.0,0.59,High School,Full-time,Married,Personal,No,No,Yes,0
38,69040.21,23788.0,515.0,54.0,15.0,8.18,12.0,0.25,Bachelor's,Part-time,Married,Business,Yes,No,No,1
41,47253.77,15269.0,347.0,69.0,3.0,14.32,24.0,0.45,High School,Part-time,Married,Home,No,No,Yes,0
62,56452.55,30717.0,764.0,355.0,9.0,22.27,60.0,0.74,High School,Unemployed,Married,Home,Yes,No,No,1
41,83798.01,23605.0,572.0,287.0,17.0,19.88,36.0,0.35,High School,Full-time,Married,Education,Yes,No,No,0
43,48556.35,22221.0,329.0,,17.0,8.48,12.0,0.69,Bachelor's,Part-time,Married,Education,No,Yes,Yes,1
49,46649.08,42631.0,489.0,209.0,12.0,10.69,36.0,0.36,Master's,Full-time,Divorced,Personal,No,Yes,Yes,0
61,31930.66,32757.0,451.0,236.0,7.0,10.07,24.0,0.13,Master's,Part-time,Married,Auto,Yes,No,No,1
28,86351.04,49275.0,675.0,217.0,11.0,18.97,24.0,0.17,High School,Self-employed,Single,Home,Yes,No,Yes,0
22,45384.47,19069.0,554.0,211.0,14.0,24.32,60.0,0.45,Bachelor's,Unemployed,Single,Auto,Yes,No,No,1
53,78999.6,44037.0,333.0,15.0,1.0,9.52,12.0,0.35,Bachelor's,Full-time,Single,Home,No,No,No,0
34,42972.9,43656.0,486.0,212.0,6.0,16.15,12.0,0.48,Master's,Full-time,Divorced,Education,Yes,Yes,Yes,1
51,78371.69,25324.0,748.0,269.0,17.0,24.75,48.0,0.52,Bachelor's,Self-employed,Married,Personal,Yes,Yes,No,0
44,71132.86,29734.0,385.0,317.0,9.0,6.89,60.0,0.85,High School,Full-time,Divorced,Business,No,No,No,0
40,50431.36,20590.0,417.0,145.0,1.0,17.67,36.0,0.48,Bachelor's,Full-time,Divorced,Auto,Yes,No,No,0
53,40314.48,29828.0,357.0,263.0,12.0,10.64,12.0,0.79,High School,Full-time,Divorced,Personal,No,No,No,0
51,41939.39,24096.0,317.0,132.0,17.0,24.82,48.0,0.78,Bachelor's,Full-time,Married,Auto,Yes,Yes,No,0
50,41684.0,30448.0,439.0,343.0,4.0,5.84,36.0,0.81,Bachelor's,Full-time,Single,Education,Yes,No,No,1
66,76303.66,44261.0,757.0,296.0,8.0,13.2,24.0,0.53,High School,Self-employed,Married,Personal,No,No,Yes,0
50,58204.61,49110.0,511.0,314.0,19.0,8.98,24.0,0.33,Bachelor's,Full-time,Single,Business,Yes,Yes,No,1
51,32697.55,12450.0,785.0,8.0,19.0,4.18,60.0,0.73,High School,Full-time,Married,Home,Yes,Yes,Yes,0
37,49957.33,31575.0,419.0,41.0,5.0,24.22,24.0,0.36,Master's,Self-employed,Single,Personal,Yes,No,No,0
61,52379.6,32592.0,302.0,17.0,11.0,15.72,24.0,0.82,PhD,Full-time,Divorced,Business,No,No,No,0
40,12220.22,40110.0,528.0,301.0,6.0,18.57,48.0,0.18,Bachelor's,Full-time,Single,Personal,No,Yes,No,1
39,51069.74,48984.0,528.0,209.0,13.0,16.84,36.0,0.64,Bachelor's,Full-time,Married,Personal,Yes,No,No,1
22,69463.86,39202.0,642.0,283.0,19.0,6.69,36.0,0.49,High School,Self-employed,Married,Education,Yes,No,No,0
35,52247.44,21333.0,440.0,292.0,6.0,7.17,48.0,0.59,Bachelor's,Unemployed,Married,Business,Yes,Yes,No,1
68,60088.14,18663.0,356.0,329.0,13.0,,36.0,0.19,High School,Self-employed,Divorced,Business,No,No,No,0
23,64690.26,10535.0,515.0,275.0,6.0,20.27,36.0,0.88,Bachelor's,Full-time,Married,Home,No,Yes,Yes,0
49,48147.96,39887.0,413.0,214.0,16.0,16.64,60.0,0.67,PhD,Full-time,Married,Education,No,Yes,Yes,0
51,69615.09,19679.0,593.0,234.0,18.0,15.76,12.0,0.33,Master's,Full-time,Married,Auto,No,No,No,0
59,84149.69,33474.0,327.0,147.0,11.0,19.54,36.0,0.81,Bachelor's,Self-employed,Married,Home,Yes,Yes,No,0
25,24522.83,3560.0,837.0,49.0,17.0,8.74,36.0,0.46,Bachelor's,Unemployed,Single,Home,Yes,No,Yes,0
22,48103.0,24365.0,620.0,132.0,10.0,19.23,36.0,0.25,PhD,Full-time,Single,Business,No,No,No,0
29,101592.35,11745.0,812.0,187.0,16.0,12.34,24.0,0.44,High School,Full-time,Single,Auto,No,Yes,No,0
50,58411.31,1030.0,331.0,72.0,5.0,17.99,48.0,0.36,High School,Self-employed,Single,Home,Yes,No,No,0
60,54302.96,9132.0,710.0,298.0,10.0,9.41,60.0,0.67,High School,Full-time,Married,Personal,No,No,Yes,0
24,49839.15,26874.0,696.0,104.0,3.0,6.46,24.0,0.12,Bachelor's,Full-time,Divorced,Personal,Yes,No,No,0
53,80488.7,46764.0,316.0,,19.0,4.13,48.0,0.8,Master's,Full-time,Married,Personal,Yes,No,No,0
31,36220.14,18269.0,351.0,231.0,4.0,20.77,60.0,0.45,Bachelor's,Full-time,Single,Auto,No,No,Yes,0
31,73523.49,27555.0,669.0,100.0,12.0,7.73,24.0,0.19,Bachelor's,Full-time,Single,Business,No,No,Yes,0
40,49464.98,22227.0,463.0,258.0,10.0,,60.0,0.71,High School,Self-employed,Married,Personal,No,Yes,No,1
67,40003.14,37806.0,602.0,291.0,11.0,20.03,36.0,0.89,Bachelor's,Full-time,Divorced,Home,No,Yes,No,0
55,50377.95,27702.0,749.0,111.0,8.0,13.18,24.0,0.82,High School,Full-time,Single,Education,Yes,No,No,1
54,54072.39,19674.0,843.0,44.0,12.0,8.18,24.0,0.23,High School,Full-time,Married,Business,No,No,Yes,0
44,45045.13,4894.0,801.0,99.0,14.0,7.69,12.0,0.27,High School,Unemployed,Single,Auto,No,Yes,Yes,0
49,77255.45,5596.0,650.0,156.0,3.0,12.27,36.0,0.89,High School,Full-time,Single,Home,Yes,No,Yes,0
53,40158.32,17588.0,678.0,224.0,11.0,15.65,36.0,0.26,Master's,Part-time,Single,Education,No,No,Yes,0
28,57801.5,43443.0,738.0,72.0,7.0,11.94,24.0,0.34,High School,Self-employed,Single,Auto,No,No,No,0
50,65748.65,28346.0,500.0,68.0,15.0,22.95,24.0,0.6,Bachelor's,Full-time,Single,Education,No,Yes,Yes,0
29,57594.46,30004.0,406.0,171.0,11.0,3.58,48.0,0.33,Bachelor's,Part-time,Divorced,Personal,No,Yes,No,0
22,70444.6,28226.0,804.0,,7.0,12.14,12.0,0.41,High School,Full-time,Single,Auto,No,No,No,1
24,46328.72,13453.0,683.0,48.0,19.0,19.47,24.0,0.69,Bachelor's,Part-time,Single,Education,No,Yes,No,0
45,67452.54,25581.0,595.0,235.0,16.0,22.65,60.0,0.57,High School,Full-time,Married,Personal,Yes,No,No,1
44,68044.56,41588.0,327.0,108.0,19.0,11.21,48.0,0.75,Master's,Full-time,Single,Business,Yes,Yes,No,1
29,74362.4,25524.0,636.0,272.0,13.0,17.98,24.0,0.72,High School,Full-time,Single,Business,No,No,Yes,0
68,17286.84,32843.0,586.0,157.0,17.0,15.98,36.0,0.74,Bachelor's,Part-time,Single,Business,Yes,Yes,No,1
58,65180.92,44052.0,642.0,238.0,14.0,7.83,12.0,0.24,Master's,Full-time,Married,Auto,Yes,Yes,No,0
24,73025.4,13744.0,330.0,3.0,2.0,18.14,48.0,0.31,Master's,Full-time,Married,Home,No,No,No,1
54,46770.83,41784.0,786.0,203.0,10.0,8.87,60.0,0.25,High School,Full-time,Married,Auto,Yes,No,Yes,0
49,44043.57,17610.0,550.0,83.0,6.0,20.35,48.0,0.2,Bachelor's,Unemployed,Married,Business,No,No,Yes,0
68,40972.45,39910.0,662.0,213.0,16.0,22.12,12.0,0.78,High School,Full-time,Divorced,Home,No,No,No,0
29,34359.89,8482.0,406.0,358.0,7.0,13.79,12.0,0.1,High School,Full-time,Married,Personal,Yes,No,Yes,0
55,68315.2,41081.0,805.0,61.0,19.0,4.66,48.0,0.6,Bachelor's,Full-time,Single,Personal,Yes,Yes,No,0
56,100638.06,33024.0,741.0,57.0,10.0,19.35,60.0,0.8,High School,Full-time,Divorced,Home,Yes,No,No,0
53,43879.6,24674.0,416.0,171.0,15.0,13.55,48.0,0.23,High School,Unemployed,Married,Education,No,Yes,No,1
45,45669.03,15030.0,544.0,313.0,12.0,5.53,36.0,0.85,Master's,Full-time,Married,Personal,Yes,No,No,1
35,55307.93,26472.0,378.0,251.0,9.0,10.62,48.0,0.87,Bachelor's,Self-employed,Single,Education,Yes,No,No,1
53,22960.5,10512.0,785.0,327.0,18.0,9.75,24.0,0.56,PhD,Full-time,Married,Personal,No,Yes,Yes,0
67,41089.03,20045.0,322.0,136.0,17.0,19.12,24.0,0.63,High School,Self-employed,Married,Home,Yes,No,No,1
64,53860.69,28135.0,496.0,237.0,19.0,12.62,60.0,0.25,Bachelor's,Full-time,Married,Home,No,Yes,No,0
37,,35432.0,660.0,5.0,10.0,16.12,24.0,0.89,Master's,Full-time,Married,Personal,Yes,Yes,No,0
25,78948.83,21134.0,726.0,274.0,8.0,14.27,24.0,0.69,Master's,Full-time,Single,Education,No,Yes,No,0
58,29123.65,30897.0,516.0,85.0,5.0,19.07,48.0,0.51,Master's,Part-time,Married,Auto,Yes,No,Yes,1
42,73020.11,15750.0,495.0,147.0,13.0,18.94,48.0,0.5,High School,Full-time,Single,Education,No,No,Yes,0
35,84370.05,37422.0,742.0,63.0,2.0,13.15,12.0,0.59,Bachelor's,Self-employed,Married,Business,No,Yes,No,0
52,62634.49,14733.0,758.0,154.0,1.0,6.4,24.0,0.25,Master's,Self-employed,Single,Education,Yes,No,No,0
69,52250.99,18480.0,758.0,134.0,8.0,12.27,24.0,0.58,Bachelor's,Full-time,Married,Auto,Yes,No,No,0
39,59925.64,4098.0,783.0,,10.0,6.94,12.0,0.16,Bachelor's,Full-time,Married,Personal,No,No,No,0
28,46188.73,20624.0,443.0,23.0,5.0,24.12,12.0,0.58,High School,Full-time,Divorced,Business,No,No,No,0
31,14278.64,44782.0,613.0,263.0,18.0,23.93,60.0,0.56,Bachelor's,Part-time,Single,Business,Yes,No,No,0
28,35414.95,41546.0,556.0,322.0,2.0,13.32,12.0,0.39,Master's,Full-time,Married,Education,No,Yes,Yes,0
54,54776.42,44887.0,773.0,10.0,9.0,4.09,12.0,0.17,High School,Full-time,Single,Auto,No,No,No,0
44,36186.26,25463.0,798.0,355.0,16.0,11.55,24.0,0.54,PhD,Full-time,Single,Personal,No,Yes,Yes,0
42,46737.54,46953.0,518.0,65.0,17.0,22.74,36.0,0.45,High School,Full-time,Single,Personal,Yes,No,No,1
40,64583.58,15250.0,830.0,262.0,16.0,9.69,60.0,0.35,Bachelor's,Self-employed,Single,Business,Yes,Yes,No,0
69,57900.48,37382.0,657.0,23.0,1.0,16.87,60.0,0.44,Bachelor's,Self-employed,Married,Auto,Yes,No,No,0
40,76169.5,48022.0,536.0,318.0,5.0,7.45,48.0,0.15,Master's,Full-time,Single,Auto,No,No,No,1
57,60883.35,37384.0,574.0,327.0,19.0,21.24,60.0,0.17,Bachelor's,Full-time,Married,Personal,Yes,No,No,0
50,62059.41,36472.0,516.0,140.0,18.0,22.68,12.0,0.22,High School,Unemployed,Single,Auto,No,Yes,No,1
39,40754.21,24138.0,696.0,230.0,3.0,16.73,60.0,0.54,PhD,Self-employed,Married,Auto,No,Yes,No,0
23,28377.88,4893.0,373.0,87.0,18.0,16.91,60.0,0.33,Bachelor's,Full-time,Single,Personal,Yes,Yes,No,0
22,46741.56,12573.0,627.0,115.0,11.0,11.64,48.0,0.29,High School,Unemployed,Married,Auto,No,No,Yes,0
68,40456.3,12263.0,707.0,279.0,11.0,18.7,48.0,0.6,Bachelor's,Unemployed,Married,Auto,No,Yes,No,0
26,51664.65,36762.0,447.0,37.0,11.0,13.79,60.0,0.58,Bachelor's,Unemployed,Divorced,Auto,Yes,No,Yes,1
41,33679.23,38301.0,385.0,198.0,10.0,19.53,24.0,0.37,High School,Full-time,Single,Personal,No,No,No,1
32,71849.77,35268.0,820.0,265.0,10.0,24.32,12.0,0.85,Bachelor's,Full-time,Married,Home,No,No,Yes,0
63,40382.5,2725.0,802.0,157.0,4.0,21.18,12.0,0.42,Bachelor's,Part-time,Married,Business,Yes,No,Yes,0
23,47724.62,43525.0,531.0,230.0,9.0,14.62,12.0,0.25,High School,Self-employed,Single,Business,Yes,No,No,1
24,54596.16,48160.0,797.0,343.0,10.0,24.55,48.0,0.81,High School,Full-time,Single,Business,No,No,Yes,1
44,77463.54,41109.0,722.0,282.0,13.0,16.55,12.0,0.66,Bachelor's,Full-time,Married,Auto,No,No,No,1
33,90173.86,17709.0,766.0,285.0,1.0,4.89,24.0,0.7,Master's,Full-time,Single,Auto,No,No,No,0
41,91548.84,38185.0,546.0,127.0,16.0,19.2,12.0,0.78,Bachelor's,Self-employed,Single,Home,No,No,No,0
26,,44190.0,669.0,206.0,19.0,21.13,48.0,0.74,Master's,Full-time,Married,Education,Yes,No,Yes,1
58,47537.19,3666.0,812.0,257.0,12.0,6.4,24.0,0.78,Master's,Full-time,Single,Auto,No,Yes,Yes,0
59,43732.27,43169.0,404.0,263.0,5.0,18.1,60.0,0.28,Bachelor's,Self-employed,Single,Business,Yes,No,No,1
51,62406.18,49771.0,533.0,144.0,5.0,23.3,36.0,0.59,Bachelor's,Part-time,Married,Business,No,Yes,No,0
30,61185.65,8152.0,757.0,47.0,7.0,8.91,24.0,0.64,Bachelor's,Self-employed,Divorced,Personal,No,No,No,0
55,43339.96,30000.0,556.0,63.0,12.0,16.08,48.0,0.33,Bachelor's,Full-time,Married,Education,Yes,No,No,0
65,41761.27,29477.0,774.0,188.0,14.0,9.4,24.0,0.9,Bachelor's,Full-time,Married,Business,No,No,No,0
56,35051.33,45396.0,471.0,140.0,1.0,20.15,24.0,0.75,High School,Full-time,Married,Home,Yes,Yes,Yes,1
43,1916.75,5778.0,572.0,227.0,6.0,15.98,48.0,0.83,Bachelor's,Self-employed,Married,Business,Yes,No,No,0
65,29036.71,17169.0,493.0,106.0,18.0,12.7,36.0,0.22,Bachelor's,Full-time,Married,Personal,No,Yes,Yes,1
45,72335.49,18668.0,411.0,129.0,6.0,4.12,60.0,0.13,High School,Self-employed,Married,Personal,No,Yes,No,0
38,84294.09,18762.0,322.0,339.0,19.0,23.81,48.0,0.12,High School,Full-time,Divorced,Auto,Yes,No,No,1
31,81957.15,40107.0,614.0,150.0,12.0,14.2,60.0,0.79,High School,Full-time,Married,Education,No,No,Yes,1
51,73184.68,20945.0,501.0,212.0,18.0,20.79,60.0,0.54,High School,Full-time,Married,Home,Yes,Yes,No,0
67,34761.16,22836.0,800.0,222.0,3.0,11.93,12.0,0.35,Master's,Full-time,Married,Education,No,No,No,0
44,31375.55,11079.0,324.0,15.0,11.0,21.76,24.0,0.74,Master's,Part-time,Married,Education,Yes,No,No,0
53,18779.54,19362.0,807.0,140.0,4.0,6.94,36.0,0.62,High School,Self-employed,Divorced,Auto,Yes,Yes,Yes,0
38,43336.06,13919.0,665.0,257.0,13.0,8.48,60.0,0.6,Master's,Full-time,Single,Auto,No,No,No,0
38,56742.12,21800.0,830.0,113.0,1.0,10.67,60.0,0.74,Bachelor's,Full-time,Married,Home,No,No,No,0
35,34844.31,14758.0,345.0,320.0,6.0,5.4,24.0,0.48,Bachelor's,Part-time,Single,Home,Yes,No,No,0
30,63621.76,29874.0,334.0,25.0,14.0,13.04,12.0,0.23,Bachelor's,Full-time,Married,Home,No,No,No,0
61,68037.16,45121.0,501.0,285.0,9.0,13.95,12.0,0.83,Bachelor's,Part-time,Married,Auto,Yes,No,Yes,1
23,45510.19,30298.0,834.0,37.0,9.0,5.97,36.0,0.79,Bachelor's,Full-time,Married,Business,No,Yes,No,0
66,28199.65,15156.0,664.0,24.0,7.0,12.68,12.0,0.3,High School,Full-time,Married,Home,Yes,Yes,Yes,0
46,82618.53,44039.0,769.0,51.0,15.0,7.74,36.0,0.36,Bachelor's,Full-time,Single,Business,No,Yes,No,0
60,55702.84,17239.0,599.0,338.0,10.0,22.32,36.0,0.76,Bachelor's,Full-time,Divorced,Education,No,No,No,0
30,93824.12,8089.0,715.0,90.0,9.0,14.45,60.0,0.88,PhD,Part-time,Married,Home,Yes,No,Yes,0
43,56847.58,14014.0,645.0,137.0,15.0,23.97,36.0,0.72,High School,Self-employed,Married,Business,No,No,No,0
64,58244.26,24318.0,648.0,208.0,9.0,10.84,48.0,0.14,Master's,Self-employed,Single,Home,Yes,No,No,0
67,35710.06,27866.0,489.0,60.0,7.0,10.84,36.0,0.43,Bachelor's,Full-time,Single,Personal,No,Yes,No,1
25,46529.13,6917.0,702.0,110.0,8.0,10.78,36.0,0.72,Bachelor's,Part-time,Divorced,Personal,Yes,No,No,0
47,23823.94,42029.0,648.0,257.0,2.0,9.27,48.0,0.47,High School,Full-time,Married,Business,No,Yes,Yes,0
50,,16350.0,672.0,336.0,3.0,20.36,24.0,0.64,High School,Full-time,Divorced,,Yes,Yes,No,0
66,69823.3,10286.0,804.0,134.0,2.0,9.58,12.0,0.13,Master's,Full-time,Married,Auto,Yes,No,Yes,0
55,49348.33,6742.0,590.0,59.0,1.0,9.69,12.0,0.27,High School,Full-time,Married,Personal,Yes,No,No,1
44,46546.84,38021.0,410.0,188.0,12.0,4.51,12.0,0.71,Master's,Part-time,Married,Home,No,No,No,0
58,40191.48,2839.0,802.0,335.0,5.0,24.26,24.0,0.25,Bachelor's,Unemployed,Single,Auto,Yes,No,No,0
32,47289.53,19335.0,600.0,112.0,18.0,22.56,48.0,0.88,Bachelor's,Self-employed,Married,Auto,No,Yes,No,0
27,77661.27,15661.0,312.0,26.0,19.0,9.79,12.0,0.39,High School,Full-time,Married,Personal,No,No,No,1
39,57884.44,43018.0,822.0,0.0,2.0,14.7,12.0,0.26,Bachelor's,Self-employed,Divorced,Home,Yes,No,No,0
42,31399.7,12743.0,401.0,213.0,16.0,13.88,36.0,0.26,Master's,Full-time,Married,Education,No,Yes,No,0
63,75607.69,19891.0,496.0,85.0,6.0,5.39,24.0,0.24,High School,Self-employed,Married,Education,No,Yes,Yes,0
57,89500.77,29483.0,690.0,154.0,3.0,14.92,12.0,0.38,Master's,Full-time,Married,Business,No,No,Yes,0
62,64894.09,32135.0,354.0,79.0,8.0,5.94,24.0,0.57,Bachelor's,Full-time,Married,Auto,Yes,No,Yes,0
59,72825.8,30557.0,482.0,59.0,4.0,12.83,12.0,0.81,High School,Full-time,Divorced,Personal,Yes,Yes,Yes,1
55,79415.66,12682.0,318.0,308.0,18.0,5.39,12.0,0.85,Master's,Full-time,Married,Personal,No,Yes,Yes,0
38,21867.9,13798.0,662.0,35.0,4.0,16.16,12.0,0.58,High School,Full-time,Married,Education,Yes,Yes,No,0
58,92285.41,30039.0,772.0,290.0,8.0,4.55,48.0,0.61,Master's,Part-time,Married,Personal,Yes,No,No,0
46,76976.28,44919.0,308.0,288.0,7.0,17.01,36.0,0.52,Bachelor's,Part-time,Married,Auto,No,Yes,No,1
59,64777.09,15198.0,324.0,324.0,18.0,18.71,48.0,0.37,Bachelor's,Full-time,Married,Home,Yes,Yes,No,1
33,52490.79,42842.0,605.0,174.0,1.0,15.77,24.0,0.53,Bachelor's,Full-time,Divorced,Home,Yes,Yes,No,0
44,28255.15,33104.0,733.0,353.0,18.0,13.59,36.0,0.23,Bachelor's,Self-employed,Divorced,Business,No,Yes,No,0
63,48371.98,8603.0,721.0,351.0,2.0,4.81,60.0,0.36,Master's,Full-time,Single,Auto,No,No,No,0
43,63967.94,20009.0,356.0,88.0,19.0,3.74,48.0,0.26,Bachelor's,Full-time,Married,Personal,No,Yes,No,0
42,32912.83,39661.0,833.0,58.0,10.0,10.86,36.0,0.77,Master's,Full-time,Single,Personal,No,No,No,0
48,53605.05,30965.0,847.0,60.0,1.0,20.08,12.0,0.23,Bachelor's,Full-time,Single,Home,No,No,Yes,0
52,31329.17,24784.0,478.0,241.0,7.0,17.42,12.0,0.7,High School,Self-employed,Single,Home,No,Yes,No,0
27,47307.52,30340.0,367.0,282.0,14.0,6.19,48.0,0.15,Bachelor's,Part-time,Single,Auto,No,No,No,0
48,27947.45,3153.0,795.0,224.0,1.0,18.29,36.0,0.63,Master's,Full-time,Married,Home,No,No,No,1
61,25844.48,5761.0,300.0,221.0,4.0,15.86,48.0,0.71,High School,Full-time,Married,Home,No,No,Yes,0
55,61801.79,24569.0,347.0,89.0,11.0,7.08,60.0,0.18,Bachelor's,Full-time,Divorced,Education,No,No,No,0
33,43404.85,4566.0,716.0,14.0,2.0,19.74,24.0,0.72,Bachelor's,Full-time,Married,Education,Yes,No,Yes,1
66,45284.19,43468.0,496.0,184.0,8.0,21.35,48.0,0.57,High School,Full-time,Single,Business,Yes,Yes,No,1
28,42331.13,28254.0,347.0,203.0,18.0,,24.0,0.65,Master's,Full-time,Married,Home,Yes,Yes,No,1
31,109462.36,35612.0,654.0,40.0,17.0,17.17,36.0,0.68,Bachelor's,Full-time,Single,Education,Yes,No,No,0
66,67147.34,41037.0,533.0,170.0,14.0,11.63,60.0,0.23,Master's,Part-time,Married,Auto,No,No,Yes,0
38,69294.87,28160.0,736.0,267.0,18.0,4.76,48.0,0.74,Bachelor's,Self-employed,Married,Home,Yes,No,Yes,0
47,39491.69,13206.0,389.0,,10.0,22.02,36.0,0.73,High School,Self-employed,Married,Business,No,No,No,0
42,65095.01,45211.0,668.0,249.0,18.0,21.15,48.0,0.62,Master's,Part-time,Married,Auto,No,No,No,1
49,50445.58,2533.0,468.0,194.0,5.0,10.34,12.0,0.5,High School,Full-time,Single,Education,Yes,No,Yes,1
67,39331.01,6596.0,662.0,229.0,8.0,14.93,36.0,0.78,Bachelor's,Full-time,Married,Home,Yes,Yes,No,0
23,93581.83,22153.0,476.0,95.0,10.0,14.52,60.0,0.8,High School,Part-time,Married,Home,Yes,No,Yes,0
64,66455.83,43383.0,799.0,217.0,1.0,7.32,36.0,0.37,High School,Full-time,Single,Education,Yes,No,No,0
22,65446.77,32069.0,432.0,3.0,17.0,6.63,60.0,0.53,High School,Full-time,Single,Home,No,No,No,1
57,35565.33,7358.0,471.0,4.0,19.0,21.65,12.0,0.46,Master's,Full-time,Married,Personal,Yes,Yes,No,0
47,29595.82,33035.0,,,17.0,22.15,12.0,0.44,High School,Part-time,Married,Personal,Yes,Yes,No,0
50,53848.97,35459.0,740.0,330.0,10.0,19.09,24.0,0.76,Bachelor's,Full-time,Single,Home,Yes,No,No,0
